time	u_dot	v_dot	w_dot	p_dot	q_dot	r_dot	u	v	w	p	q	r	x	y	z	phi	theta	psi	X	Y	Z	K	M	N	pose_valid	pose_age	twist_valid	twist_age	wrench_valid	wrench_age
1764789228.997009993	-0.042373	0.040897	-0.001077	0.855284	0.236357	-0.416567	-0.064684	0.003550	0.018034	0.033447	-0.041040	0.263877	0.435683	-0.247143	-1.176225	0.020800	-0.094192	-2.174948	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000661	1	0.000560	1	0.019279
1764789229.007268906	-0.041450	0.040941	-0.002911	-0.657152	0.151535	0.188811	-0.062677	0.001518	0.015743	0.050775	-0.036251	0.255438	0.436028	-0.246630	-1.176149	0.021249	-0.094560	-2.172469	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000969	1	0.000785	1	0.020998
1764789229.017611265	-0.042422	0.042576	-0.001988	-1.536374	-0.082961	0.613697	-0.064118	0.006648	0.013669	0.019909	-0.037918	0.267767	0.436968	-0.245667	-1.176037	0.020499	-0.095467	-2.166869	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.008727	1	0.009104	1	0.010656
1764789229.027359009	-0.041346	0.042409	-0.002536	0.926536	-0.146367	-0.265561	-0.064118	0.006648	0.013669	0.019909	-0.037918	0.267767	0.436968	-0.245667	-1.176037	0.020499	-0.095467	-2.166869	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001020	1	0.000643	1	0.000908
1764789229.038003922	-0.041318	0.042521	-0.003099	0.954927	-0.150852	-0.273699	-0.062847	0.003360	0.015877	0.038804	-0.040903	0.262351	0.437674	-0.244615	-1.175793	0.021164	-0.096457	-2.161696	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.008461	1	0.008516	1	0.009737
1764789229.047145367	-0.042702	0.043179	-0.002516	-0.014862	-0.066925	0.241474	-0.062847	0.003360	0.015877	0.038804	-0.040903	0.262351	0.437674	-0.244615	-1.175793	0.021164	-0.096457	-2.161696	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000680	1	0.000625	1	0.018878
1764789229.057305813	-0.042047	0.045867	-0.001754	-0.013633	-0.061393	0.221514	-0.064693	0.004194	0.016106	0.038517	-0.042195	0.267012	0.438497	-0.243554	-1.175596	0.021399	-0.097429	-2.156326	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.008934	1	0.008975	1	0.029038
1764789229.068186522	-0.040756	0.049014	-0.001565	-0.431754	0.107236	0.109470	-0.064693	0.004194	0.016106	0.038517	-0.042195	0.267012	0.438497	-0.243554	-1.175596	0.021399	-0.097429	-2.156326	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001946	1	0.001906	1	0.039919
1764789229.077150583	-0.040587	0.049170	-0.002375	-0.439446	0.109146	0.111421	-0.062867	0.003627	0.014888	0.029949	-0.040067	0.269185	0.439225	-0.242556	-1.175443	0.021296	-0.098299	-2.150921	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009061	1	0.009075	1	0.048883
1764789229.087683916	-0.040248	0.048196	-0.001147	-0.389446	-0.157014	0.079434	-0.062867	0.003627	0.014888	0.029949	-0.040067	0.269185	0.439225	-0.242556	-1.175443	0.021296	-0.098299	-2.150921	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001473	1	0.001459	1	0.040019
